,CUSTOMER_ADDRESS_ID,PERCENT_OF_ORDER_ELIGIBLE,COST_SAVINGS_PERCENT,PRICE_SAVINGS_PERCENT,COMPARABLE_ACTUAL_TOTAL_COST_,PARENT_TOTAL_COST_,COMPARABLE_ACTUAL_TOTAL_PRICE_,PARENT_TOTAL_PRICE_
27896,78ac3482bc47074e7b8de4378f55d1ac,0.33,0.95,0.8,31.870000000000005,30.270000000000003,37.769999999999996,30.270000000000003
27897,4fdfbd38da394bffcd0dcba426778c98,0.42,1.0,1.02,85.41,85.57,83.92,85.57
27900,96fd838ed9656494af86eed81839274e,0.38,1.09,0.92,37.93000000000001,41.51,45.21000000000001,41.51
27901,de40ccddece72e83c2d95fe954901370,0.33,1.04,0.87,23.47,24.419999999999998,27.92,24.419999999999998
27902,ac2f4b81ae79014717f8df6d37d550a7,0.36,1.01,0.95,26.65,26.85,28.15,26.85
27903,77185ca9d265423309791a7061ad5f1e,0.37,1.0,0.86,109.28,109.36999999999999,127.02000000000001,109.36999999999999
27905,407ea568067e775144f98b6552da3af7,0.33,1.13,1.13,7.99,8.99,7.99,8.99
27906,5242fed5a745c2c37f833acf1454d945,0.26,1.01,0.98,15.73,15.93,16.240000000000002,15.93
27907,37c79b80451cefa9fcadd65de85e96c7,0.20,0.95,0.95,22.310000000000002,21.28,22.310000000000002,21.28
27908,658bddeed3cecf9fb0fd821b367de038,0.25,1.02,0.89,16.869999999999997,17.270000000000003,19.47,17.270000000000003
27909,28546a5ba326e7c7c7a53983cceffd86,0.44,1.03,0.89,24.92,25.58,28.780000000000005,25.58
27910,e2a69e76ea8d34cf99a654101d01f28f,0.25,1.05,0.89,12.85,13.549999999999999,15.149999999999999,13.549999999999999
27911,5f6853f7c43d250cbab3826548a30a92,0.15,0.9299999999999999,0.79,20.96,19.56,24.759999999999998,19.56
27912,75085487c8decbce359813cd6a5ebbad,0.13,1.17,1.01,8.17,9.57,9.47,9.57
27913,13b08a47bea93ccd98b32b6a3a9af179,0.22,1.06,1.0,40.58,43.18000000000001,42.980000000000004,43.18000000000001
27914,9a29542012d81261fd4cb34c58792e7f,0.14,1.0,1.11,19.45,19.45,17.5,19.45
27916,aa5d6fc2b56516c45172704ec2a64d3b,0.33,0.98,0.83,5.99,5.89,7.09,5.89
27918,81841cd7e0045e8113535465cd8572ab,0.10,0.95,0.8,18.560000000000002,17.56,21.96,17.56
27919,96d0a35d3b8686b40223ae14f0d95923,0.27,0.98,0.83,27.369999999999997,26.759999999999998,32.16,26.759999999999998
27920,14e881ad8b523a83568b0cc10ee9ee01,0.32,1.0,0.86,45.22,45.019999999999996,52.62,45.019999999999996
27922,524080e55b4ab52d8a1c76d4f40c94d3,0.14,1.07,0.91,11.280000000000001,12.07,13.27,12.07
27923,68691f38f605456c6ee4bdca850dccf0,0.06,1.11,0.9299999999999999,10.18,11.280000000000001,12.08,11.280000000000001
27924,471b9e7a4446952050336e2c153162e0,0.27,1.22,1.12,41.019999999999996,49.96000000000001,44.51,49.96000000000001
27925,08e948cb0a406d37ffe917039bc24967,0.38,0.88,0.85,21.1,18.509999999999998,21.85,18.509999999999998
27926,d6f1a316c6dbb5694fc0071f8b929469,0.13,1.22,1.05,1.79,2.19,2.09,2.19
27927,856c2ef2b6000c942cc8971f3f8390ca,0.13,0.98,0.96,8.38,8.18,8.48,8.18
27928,aef71c111bf1e545517bd0b628f2fa30,1.00,0.69,0.6,115.96,79.96,133.36,79.96
27929,5d1dfb3fa52b7cef4f09497a73942d9a,0.17,0.94,0.86,12.76,11.96,13.96,11.96
27931,c5343da83eebd2d157fa534ecff6d982,0.50,1.06,0.95,21.54,22.740000000000002,23.94,22.740000000000002
27932,8db26d8ca0796c0e1efcc89857cabec7,0.25,1.0,0.99,23.96,24.060000000000002,24.36,24.060000000000002
27933,da5e70c3374963b5db12f971d5d80042,0.17,0.99,0.94,29.529999999999998,29.13,31.129999999999995,29.13
27934,dce1d23fff720f49357a6384c01e5176,0.35,0.98,0.87,62.36,61.339999999999996,70.44,61.339999999999996
27935,5dc72831965707e01f35561d15a7ad6c,0.50,0.96,0.81,23.73,22.69,27.93,22.69
27936,803b5cb57fa0fbb6ee1ccee9658d7ece,0.36,0.98,1.0,23.060000000000002,22.66,22.66,22.66
27938,554fceec47733621b4cee02ebdf3888e,0.27,1.01,0.87,40.8,41.3,47.400000000000006,41.3
27939,1fb82958700bf91ea115b392300e7e90,0.36,0.98,0.83,56.99,56.120000000000005,67.62,56.120000000000005
27941,417bca752d4930bbaf65f200e3429339,0.29,1.02,0.91,45.64,46.39,50.790000000000006,46.39
27942,85214176aa5ede2d277332cdc10fb7f0,0.36,0.94,1.0,37.800000000000004,35.4,35.400000000000006,35.4
27943,34a2049102be98b6d027b3172891a652,0.20,0.98,0.83,10.280000000000001,10.08,12.18,10.08
27947,a552bd871dc2a702599c5028d652a58a,0.25,0.97,0.86,24.950000000000003,24.23,28.230000000000004,24.23
27948,2ff893dfd499a4a831f8712a13159630,0.22,1.02,1.0,61.81,63.209999999999994,63.21,63.209999999999994
27949,51d3037f0d8fee4aadadbd01defffb76,0.11,0.79,0.6699999999999999,10.49,8.29,12.39,8.29
27950,96e52995e328d405bed2f17c3b1bb82d,0.33,1.07,0.95,55.45000000000001,59.25000000000001,62.60000000000001,59.25000000000001
27951,39044e9ebb900dd2dece8c536dde78a9,0.16,1.05,0.88,16.77,17.549999999999997,19.95,17.549999999999997
27953,ab0523d34397eebeedc91b71d1ac4ae7,0.10,0.81,0.6799999999999999,10.280000000000001,8.280000000000001,12.18,8.280000000000001
27954,e92b961530ee3495dbf01981206ca7e2,0.17,0.86,0.79,7.29,6.29,7.99,6.29
27955,7e84f81da9f786a4d436ce6459d0c4ad,0.09,0.88,0.88,5.18,4.58,5.18,4.58
27956,c25a3c31f480a79dd1e93a5c8eda72bd,0.28,0.99,1.01,170.26999999999998,168.98,166.76999999999998,168.98
27957,d20c812ef88753d43e748ba5bfb4ebc8,0.29,0.97,1.04,54.68,52.96,50.72,52.96
27958,38b9895caed5b281cc29e76f7db955d8,0.53,1.01,0.88,49.970000000000006,50.41,57.11,50.41
27959,0e5459d976cc0932c541e54f16973549,0.18,0.94,1.04,44.81999999999999,42.32,40.540000000000006,42.32
27960,8229db3510f14cb08b7a20cefc8ce650,0.33,0.94,0.79,47.44000000000001,44.45,56.43000000000001,44.45
27961,dec4b265aa192f0cd1d09940f4f40740,0.17,0.86,0.87,16.08,13.879999999999999,15.98,13.879999999999999
27962,afa382ab0970dd3f8203054f9002323c,0.15,0.98,0.86,32.19,31.490000000000002,36.69,31.490000000000002
27963,27a996aa18be65701d3adc3ac9adb2d8,0.16,1.1,0.92,14.02,15.43,16.83,15.43
27964,2742272b3d8f5cdcf7123c766f9c0255,0.25,1.02,1.02,12.07,12.370000000000001,12.07,12.370000000000001
27965,823c749da42d0fea6aad0b3f035a3e6f,0.13,1.11,1.11,8.98,9.98,8.98,9.98
27966,c2e8dfd7f31ce726e582b5648386acf1,0.88,0.91,0.77,240.26,218.74000000000004,283.74,218.74000000000004
27967,a72a61d8ff021005fcf37ad621ececa4,0.17,0.91,0.91,9.73,8.870000000000001,9.73,8.870000000000001
27968,4f5c56675bcf055d70c70151edb63412,0.56,1.02,0.89,119.33000000000001,122.22,136.71999999999997,122.22
27969,4c8cb1f1579f1be5a45621be8b5af61d,0.31,0.94,0.8,15.46,14.46,18.06,14.46
27970,feeb5a4bfc68a92083e113386d75e76f,0.16,0.91,0.78,11.57,10.57,13.57,10.57
27971,908bcc913f9461fa3099df2cb18e3c1c,0.28,1.1,0.94,14.36,15.850000000000001,16.85,15.850000000000001
27972,4e9208542f61abfefa25f35f5273f81e,0.32,1.04,1.04,82.94,86.44000000000001,83.48,86.44000000000001
27973,99dfb64345760a7eea4dadb847c67b1a,0.27,1.01,1.04,49.23,49.73,47.65,49.73
27974,39ff4f6edcd703a8bdd4ffb2d25b07d3,0.08,0.96,0.81,7.19,6.89,8.49,6.89
27975,90a56352bc15f294739d7d5a921e941a,0.44,1.01,0.85,55.95,56.25,66.15,56.25
27976,e3d42b08d9c65c0c0cfdd96e4dde5bd3,0.17,0.86,1.15,7.29,6.29,5.49,6.29
27977,ae7a402ed023dc147916d3531fd05e95,0.14,1.02,0.89,26.019999999999996,26.47,29.770000000000003,26.47
27978,93deaefe4ad541f2608d576d29e475d2,0.39,0.98,0.9,43.019999999999996,42.12,46.81999999999999,42.12
27979,ae7a402ed023dc147916d3531fd05e95,1.00,0.8,0.8,59.94,47.94,59.94,47.94
27980,a38a1cc43863ec49730558133872176a,0.38,1.1400000000000001,1.01,15.38,17.57,17.47,17.57
27982,26b4a6853e6472f33ca9c290d88ffe0e,0.27,1.01,1.05,109.28,110.18,104.54,110.18
27983,8ca22bf82f7f7222b6188bc8799960dc,0.67,0.99,0.84,31.97,31.57,37.57,31.57
27984,03820d01cffe9bec33ae0f8fbe550bf4,0.50,0.97,0.86,96.00999999999999,92.91000000000001,107.61000000000001,92.91000000000001
27985,55e45c6da767158636e25e53a8931eea,0.45,0.97,0.95,281.72,272.22,286.74999999999994,272.22
27986,831a5137571b08ae0ae29dd1933985bb,0.29,0.97,1.01,29.520000000000003,28.52,28.120000000000005,28.52
27987,2595ffa014f5f482bd38aa5577d90a4c,0.14,1.0,0.99,17.07,17.07,17.270000000000003,17.07
27988,3c7602c6e8b7e0636c280eea99712a85,0.31,1.05,0.89,81.83000000000001,85.83000000000001,96.13000000000001,85.83000000000001
27990,d293958fa60de6d7a587e0d93fb86284,0.47,1.0,0.85,62.88,63.120000000000005,74.52,63.120000000000005
27991,3209cbe73393538cf70ba90f9647af6b,0.17,0.94,0.98,18.16,17.16,17.56,17.16
27992,240da016e1c63b0faf9d096c303879da,0.30,1.02,0.86,44.44,45.51,52.65,45.51
27993,b85495487c99172ac8b4f8ff7dec41df,0.40,1.05,0.89,91.64,96.19999999999999,107.79999999999998,96.19999999999999
27994,b7f687f80906c3fc8523948cdea569b6,0.45,0.96,1.03,63.339999999999996,60.53999999999999,58.870000000000005,60.53999999999999
27995,3e9a9df21c380e5e1df3c906cc7acbed,0.24,0.99,0.89,44.01,43.61000000000001,49.21,43.61000000000001
27996,572ec9d0b5e66b09219363e580f491e8,0.29,1.0,0.85,22.25,22.35,26.35,22.35
27997,d1a8f58300060f4386f7484613439e99,0.19,1.04,0.88,14.8,15.44,17.64,15.44
27998,f91953063dcef3f984b57cb3d7fda871,0.27,1.02,1.0,28.229999999999997,28.73,28.63,28.73
27999,24c1a439e74bdc74df9ef237317d7718,0.33,0.99,0.96,66.77,65.77,68.17,65.77
28000,5af4c41ff8ce310241a3f833f847e188,0.32,0.99,0.85,37.93,37.53,44.029999999999994,37.53
28001,496e83771c86dc5ee3b114d3e6ddf608,0.43,0.98,0.87,48.510000000000005,47.31,54.51,47.31
28002,e46b65177a715deaeae3f5d9fbd53dc7,0.33,0.95,0.91,33.63,32.03,35.230000000000004,32.03
28003,af8c5f7049c8395670adc32f6301bd66,0.29,0.98,1.05,58.33,57.269999999999996,54.4,57.269999999999996
28005,4ba7cb8ea78f2372169ae67f2d7b2a7a,0.50,1.0,1.0,8.58,8.58,8.58,8.58
28006,0a2489b5bc6137a6e6c065de43e3d76b,0.05,0.9299999999999999,0.79,4.49,4.19,5.29,4.19
28007,9e8eb26797509a33817353d15e67b1b5,0.33,1.04,0.91,16.450000000000003,17.05,18.75,17.05
28008,c0b0e09d2f9fa9dcecb0bed83a00aef0,0.31,1.07,1.0,9.54,10.24,10.239999999999998,10.24
28009,36a534d515c56ab908600f1196c80fab,0.19,1.03,0.86,12.47,12.850000000000001,14.95,12.850000000000001
28010,772c579b621c0744ed4f042327449a5c,0.13,0.98,0.87,20.04,19.54,22.439999999999998,19.54
28011,778705e917ade30ca0255a1872301723,0.14,0.97,1.0,21.74,21.04,20.94,21.04
28012,affc74050f4c225a2299463791d54427,0.50,1.08,0.96,24.439999999999998,26.339999999999996,27.34,26.339999999999996
28013,74796422cedc9692c6f4c71ba37d9371,0.37,0.9299999999999999,0.79,137.44,127.99000000000001,162.39,127.99000000000001
28015,c061c94d41b5433ea2fac9f72f9eed24,0.63,0.96,0.96,17.130000000000003,16.43,17.130000000000003,16.43
28016,aabdd1c056cd3f8bd6c4299cb64bb020,0.21,0.95,0.98,17.369999999999997,16.57,16.869999999999997,16.57
28017,c9700f1a96c1d308ecffc1d134615567,0.20,1.0,1.0,6.08,6.08,6.08,6.08
28018,0322dfca9aeefaa8857b8cbbda0f1607,0.32,1.01,0.88,40.720000000000006,41.120000000000005,46.62,41.120000000000005
28019,442726c781c4f0cc6f5c98bfba964974,0.15,0.97,1.28,19.630000000000003,19.130000000000003,14.969999999999999,19.130000000000003
28020,635d6564b791117e8cd132d0efd79513,0.21,0.9299999999999999,1.11,40.18,37.28,33.58,37.28
28021,3a5efaabf08f36e7ce40ab0cca5f6a64,0.28,1.01,0.86,53.78000000000001,54.56,63.660000000000004,54.56
28022,d13e67906af5335aecddd30d0569bb01,0.14,1.16,1.16,7.15,8.280000000000001,7.15,8.280000000000001
28023,e2808cd91c43443607ab8e81608d428f,0.45,1.09,0.9299999999999999,40.99,44.68000000000001,48.28,44.68000000000001
28024,c4606d075319044d12dd012b765ffbd2,0.17,0.86,0.86,6.99,5.99,6.99,5.99
28025,dd5fea2186bf7a28e8e8debeac773bb9,0.45,1.17,1.3599999999999999,19.450000000000003,22.849999999999998,16.75,22.849999999999998
28026,9b7769d99d05a298cc6bac67098103db,0.50,0.97,0.83,27.32,26.620000000000005,31.92,26.620000000000005
28028,22bb16ffd841e3da1b1698dd0c7717f2,0.38,1.05,1.08,119.92,126.11999999999999,116.92,126.11999999999999
28029,53b9da0457c7df823577a76ff8a43797,0.07,1.22,1.05,3.67,4.49,4.29,4.49
28030,92dfd4a3a5e51e708968862e6dddb993,0.23,0.92,0.8,19.740000000000002,18.240000000000002,22.84,18.240000000000002
28031,2338f701d7c032ef2d04f68056947a9b,0.48,1.01,0.85,50.760000000000005,51.06,60.24000000000001,51.06
28032,f8b395d2d3b7ea9733b25aaa203e1cf6,0.14,0.95,0.87,10.99,10.39,11.99,10.39
28034,1a052a57ed53ddd4e6e9b4b310812453,0.20,0.99,0.85,50.31,49.650000000000006,58.15,49.650000000000006
28035,116c99ed5c4df6f51c814b3f8a8011af,0.21,0.91,0.77,21.06,19.25,25.05,19.25
28036,351b865d2ebc5550f3e8e572b5bd3efa,0.20,0.87,0.74,9.58,8.38,11.38,8.38
28037,c0306424ae6f4125d71a20ff356999a4,0.27,1.02,0.86,92.32000000000001,94.0,108.7,94.0
28038,811dd36fc2eaed51ab6060c5dac313ae,0.19,0.99,0.83,19.12,18.91,22.71,18.91
28039,a6ccfaca7f0952f51f82e2b252f4a67d,0.06,0.6599999999999999,0.53,8.7,5.699999999999999,10.74,5.699999999999999
28040,459084767cd1603e8e5da91d9a0829e3,0.25,1.02,1.21,12.73,12.97,10.73,12.97
28041,46f898f11b63de3f1e480a7776c01e97,0.10,0.83,0.7,8.780000000000001,7.28,10.379999999999999,7.28
28043,3e4fa26c1d46582fa33b869608e53835,0.24,0.92,0.78,14.059999999999999,12.96,16.56,12.96
28044,c1775aa6f2855e8b661c11b7030e41db,1.00,0.86,1.15,80.19,69.19,60.39,69.19
28045,ea59690e4d2ce61d2dc7611664534bac,0.17,0.86,1.15,7.29,6.29,5.49,6.29
28046,815be4de5381683a96e919d8e5dcfa18,0.13,0.92,0.81,31.77,29.15,35.949999999999996,29.15
28047,1de2eb400a6726d208e333f7aa6343e9,0.23,1.03,0.87,7.47,7.67,8.77,7.67
28048,f978672eaa192704a55fe57e4a8c8172,0.36,0.99,0.84,27.36,27.22,32.42,27.22
28049,d18f2e09fd9d64240012e3e39d73186d,0.24,1.02,1.07,67.08000000000001,68.4,63.78,68.4
28050,e002e0d46167b75b3a751458e084c30c,0.30,1.03,0.9,83.56,85.66,94.76,85.66
28051,02cf6be591cf879094fa0b1848802a6e,0.06,1.01,1.01,10.58,10.68,10.58,10.68
28052,627e1264afe8211708757dbb37df9578,0.75,1.05,1.12,54.94,57.74,51.44,57.74
28053,3f1b237731d4057b51d7ef9029eaf717,0.46,0.99,0.84,212.5,209.50000000000003,248.4,209.50000000000003
28054,8c993d6fa63da25c4822733cc9b0651c,0.19,0.96,0.8200000000000001,36.65,35.35,43.05,35.35
28055,1a007f18ed2b8cabeaae92219a6b06d7,0.33,1.04,0.91,13.780000000000001,14.36,15.760000000000002,14.36
28057,d75f08c6dbf27bb8471bbc28bf9b3688,0.48,1.01,0.85,57.49000000000001,57.85,68.15,57.85
28058,1a8d3861dd4f1ae93325026f2564fac9,0.50,0.95,0.95,12.06,11.46,12.06,11.46
28059,49d9de8b2431430fe9c8b4bbdb0e3df4,0.33,1.02,0.9299999999999999,10.96,11.16,12.059999999999999,11.16
28060,92730c7c80a89ee1a5b0220503227b38,0.18,0.84,0.84,14.780000000000001,12.48,14.780000000000001,12.48
28061,78d7eb1dbc8e84405a91563f3a29564e,0.25,0.9299999999999999,1.01,17.46,16.160000000000004,16.060000000000002,16.160000000000004
28062,298fdca01e7b17c0424cb09b59f659e3,0.33,0.97,0.8200000000000001,26.450000000000003,25.549999999999997,31.25,25.549999999999997
28063,ca4560cd3198af86758fcd5bdfc22b26,0.34,1.07,0.9,39.00000000000001,41.78999999999999,46.190000000000005,41.78999999999999
28064,03b5aa1500ea064eb8192c6c31880030,0.46,0.99,0.85,36.78999999999999,36.44,42.74000000000001,36.44
28066,ecfc7a3a0aca1d5a5188f27796d47386,0.20,0.9299999999999999,1.0,50.620000000000005,47.160000000000004,47.24,47.160000000000004
28067,13edd49bfda1e96fde4c22c8e61285f4,0.32,1.0,0.87,90.89,91.03,104.13000000000001,91.03
28068,58869b8dce3a41ce64476dcf4783d399,0.37,1.0,0.85,44.510000000000005,44.49,52.39,44.49
28069,765dff82a9da4bae8c2eb27e6e0cdc6e,0.05,1.01,1.42,12.69,12.79,8.99,12.79
28071,08dbf7102eb0609c34bc49f65e31cb6f,0.35,0.87,0.73,34.230000000000004,29.729999999999997,40.53,29.729999999999997
28072,9d3d112007f4c7dabb9f5fd669f2989b,0.35,0.9299999999999999,0.98,52.31,48.41,49.410000000000004,48.41
28073,4c52eb0d48f93666465412de7494aab8,0.69,1.1,0.92,112.42,123.18,133.18,123.18
28074,823f675d3461ddb5b5e8f0b5efe3a055,0.14,1.0,0.8200000000000001,2.29,2.29,2.79,2.29
28076,2f21a50ab380036775538edd8508f58d,0.21,1.08,1.06,31.25,33.85,31.99,33.85
28077,9e0591837bb6949b05f4c0e599f99998,0.25,0.99,0.96,25.36,25.16,26.16,25.16
28078,57678c8f244773c3ceeed44d1c196886,0.28,1.05,0.9,55.860000000000014,58.76,64.96000000000001,58.76
28079,991aad935895675149bcd110c2bcc8c9,0.25,0.95,0.99,29.96,28.560000000000002,28.96,28.560000000000002
28080,2a13b944085380a08cfb2a21ecb0a458,0.37,0.95,1.1,45.44,42.96,39.08,42.96
28081,8815116d2330dcdc481eaf970d2bace8,0.50,1.02,0.87,55.53,56.83,65.03,56.83
28082,fa5ab68d2aa55509477c28b3f8a02942,0.44,1.02,0.99,142.17,144.37000000000003,145.73999999999998,144.37000000000003
28083,083854e372798a4eb0c6360b37be92a0,0.27,0.96,0.81,23.4,22.47,27.77,22.47
28084,22510fcc3d30a6b6bc6c803b202b87c5,0.25,1.01,0.86,71.11,71.61,82.91,71.61
28085,99029a6fe8e59ec73db3ca30f41b0408,0.09,0.8,0.8,2.49,1.99,2.49,1.99
28086,f39dbc3d489f075b35ee74ad536915e6,0.17,1.05,0.89,38.03,40.019999999999996,44.92000000000001,40.019999999999996
28087,019298a2aa2fbe5d8d9915dbb6c4f071,0.07,0.91,0.77,5.49,4.99,6.49,4.99
28088,c79ceee6c11e5352f9eecfa3220f04be,0.32,0.95,0.83,116.1,110.1,132.0,110.1
28089,d4173d228234144f4f09d14a759d3ef2,0.41,1.06,0.9,33.03,34.99,38.989999999999995,34.99
28090,50cd75d641f8d87895c18bf6eec5cfd7,0.20,0.96,0.81,4.49,4.29,5.29,4.29
28091,d5548765957922bfd391b72d2a3f1ecd,0.29,1.02,1.01,25.72,26.220000000000002,26.020000000000003,26.220000000000002
28092,d3b33431ae07405980c024f8e65625b2,0.17,0.99,1.23,17.5,17.36,14.16,17.36
28093,43d79faf4e053438f7a8803d40a07d9d,0.40,0.87,0.87,18.16,15.86,18.16,15.86
28094,7d2a7374661e69b90b40a7cfc5afdfbc,0.21,1.03,0.87,28.85,29.59,34.09,29.59
28095,0dd5d64463853e74e95f1085ab616fe2,0.45,0.88,0.74,31.73,27.93,37.73,27.93
28096,ef6c4d1b80c9001565cc8db653e2d3e1,0.24,1.01,1.11,32.92,33.120000000000005,29.93,33.120000000000005
28097,1b3fceb94569b96e6965bbc329192a53,0.50,0.97,0.83,10.99,10.670000000000002,12.870000000000001,10.670000000000002
28098,3a1b3ba10f90826f3985805b9b30ef58,0.17,1.02,0.9299999999999999,10.98,11.18,11.98,11.18
28099,53e1eae0debacba0253bbe2ba84c35b0,0.36,0.91,0.77,46.18,42.220000000000006,54.92000000000001,42.220000000000006
28100,247ec10cdedd91c51ac08529dba16c64,0.45,0.96,0.95,79.78,76.88000000000001,80.60000000000001,76.88000000000001
28101,462f1faa3086d93fe337bd2e2fbc3eeb,0.09,1.0,0.85,4.49,4.49,5.29,4.49
28102,4c7bc79bddd6b4603626a7dd7904e5c1,0.35,0.89,0.75,58.7,52.26,69.66,52.26
28103,c45c58cd9f17a29d8561b0430a6522a1,0.67,0.96,0.81,26.25,25.15,31.05,25.15
28104,caae7e1e9ce4eb44ead72011f3b7b68b,0.40,0.98,1.03,10.379999999999999,10.18,9.879999999999999,10.18
28105,fe5c369f5c13a3364bc44dd8f0a7b296,0.25,1.03,0.98,11.67,11.969999999999999,12.17,11.969999999999999
28106,90a100f299f526868979c4f79d52eb71,0.36,0.92,0.8,41.08,37.74,46.94,37.74
28107,e60532f6e49b60e78670851ce3d48667,0.12,0.96,0.85,7.88,7.58,8.88,7.58
28108,d9b1b0874d9214b4578ae7a4548ef60d,0.38,0.99,1.08,61.82,61.12,56.36,61.12
28109,f6e47c7f4287fe56c51c5681ee95831c,1.00,1.0,0.86,60.95,60.99,70.79,60.99
28110,d1de3252b288d55bae728467e8a9d13d,0.73,0.95,0.81,52.61,50.010000000000005,61.81,50.010000000000005
