,CUSTOMER_ADDRESS_ID,PERCENT_OF_ORDER_ELIGIBLE,COST_SAVINGS_PERCENT,PRICE_SAVINGS_PERCENT,COMPARABLE_ACTUAL_TOTAL_COST_,PARENT_TOTAL_COST_,COMPARABLE_ACTUAL_TOTAL_PRICE_,PARENT_TOTAL_PRICE_
28111,f7598b6d1f119d70b66fd427de9f59bf,0.29,1.19,1.01,23.560000000000002,27.96,27.759999999999998,27.96
28112,5de406394c51482f2710a9d57f52f6ae,0.21,1.01,0.91,36.63,37.13,40.83,37.13
28113,aa0c77710425ecf9649a772874968055,0.32,1.1,0.95,65.2,71.60000000000001,75.2,71.60000000000001
28114,3be804dc4df62af16008dc0b7727e75d,0.33,0.9,0.76,6.99,6.29,8.29,6.29
28115,e4a4dd04c4d99dc8acf102db700c84c3,0.31,0.98,0.83,58.980000000000004,57.779999999999994,69.97999999999999,57.779999999999994
28116,d3f42b994267b8c7168158afd2a1154c,0.32,0.99,1.07,63.550000000000004,62.650000000000006,58.68,62.650000000000006
28117,f6879c1a0061c9acf9f6e4abfb3d14a4,0.29,0.95,0.8,27.409999999999997,25.95,32.45,25.95
28118,72013bab200c2031c6ab78f0fdc43bf0,0.17,1.07,0.94,8.27,8.870000000000001,9.47,8.870000000000001
28119,f3bfd8af672685b555da302cd9874ea6,0.80,0.94,0.8,27.84,26.240000000000002,32.94,26.240000000000002
28121,4dcd0dfb431819aa9f5813e4a9be9ac3,0.22,0.9299999999999999,0.8,13.780000000000001,12.88,16.08,12.88
28122,4f096c3d84526250316ab76af7bf2aa7,0.38,1.01,0.94,20.3,20.54,21.840000000000003,20.54
28123,e0eb5eb41ede6fbf2a1b292e0837ea5f,0.28,0.98,1.04,25.61,25.010000000000005,24.11,25.010000000000005
28124,ea292fbc7de74d87de3072551ec1bc40,0.37,1.13,0.95,102.38,115.25999999999999,120.96,115.25999999999999
28125,49f06d80034dedfb62e3cb23e6823495,0.18,1.04,0.88,9.67,10.07,11.47,10.07
28126,528290aa8e28b4ec419a6acec0c80aed,0.22,0.98,0.96,30.68,30.08,31.19,30.08
28127,e5a32d840fab40958ef433cd181f27c2,0.48,1.02,0.87,66.98,68.27,78.37,68.27
28128,c41a94ab37545e0b81fbb7d7e89f2c27,0.43,1.06,0.91,43.629999999999995,46.43,51.03,46.43
28129,dbf3128fc455c72e4b7e2ac33cd12602,0.22,1.01,0.86,8.780000000000001,8.879999999999999,10.379999999999999,8.879999999999999
28131,3e97bb344e851dba4aa91b4b1e2a4af6,0.18,0.96,0.8200000000000001,11.16,10.76,13.16,10.76
28132,86aa849b5ebe11ca0340be9fa1ebf034,0.35,1.01,1.0,45.54,46.13,46.239999999999995,46.13
28133,d513ece110e198f3e33955625922794b,0.29,1.06,0.92,16.560000000000002,17.560000000000002,19.06,17.560000000000002
28134,f3e8c7b34bd8232978e6524706c40c80,0.16,0.98,0.84,16.05,15.75,18.650000000000002,15.75
28136,f650f4eccd10e5568aa0db83f0f195f6,0.32,0.98,0.83,133.07,129.79,157.03,129.79
28137,12da631b50b1b44e0bbf2d955746f629,0.22,0.96,0.83,8.06,7.76,9.36,7.76
28138,7fce0e1b9ff2f98bb2c67d7d50a5a9d0,0.67,0.95,0.83,21.160000000000004,20.06,24.26,20.06
28139,6ee6e20b3d6f8ca4c02f38af49d4a589,0.28,0.89,0.75,35.78,31.729999999999997,42.43,31.729999999999997
28141,b4fd64da35aafba72cf7d7834cf9105b,0.22,0.97,0.84,19.450000000000003,18.939999999999998,22.54,18.939999999999998
28142,8e44686b004ebae4d8b3714dc5f6bf41,0.23,0.94,0.8,11.27,10.57,13.27,10.57
28144,248871486ce2d98339f7908988b70b58,0.43,1.01,0.85,26.67,26.97,31.57,26.97
28145,d1f8a35f272292b6edc1c02422e52d89,0.29,1.0,0.89,11.559999999999999,11.56,12.96,11.56
28146,244fbc564499104c23f6fe2b4df3096d,0.24,0.98,0.83,25.450000000000003,24.939999999999998,30.039999999999996,24.939999999999998
28148,280e5823b9646edcbe8e490aaa42f137,0.42,1.13,0.97,105.63999999999999,119.17,123.46999999999997,119.17
28149,ee9396b0a1a8676391eba65db3a3e00c,0.16,0.96,1.06,47.32,45.62,42.92,45.62
28150,ffa0731c78d1a1c12bb9ff55c6a1b774,0.50,1.05,1.47,16.76,17.56,11.96,17.56
28151,c697e711cc962aa33c30de7170f1aa14,0.33,0.9299999999999999,1.02,20.67,19.27,18.87,19.27
28152,dbf3128fc455c72e4b7e2ac33cd12602,0.67,0.92,0.78,9.18,8.48,10.879999999999999,8.48
28153,6d4a7f14cc3c21e2d03df288887e5dc6,0.32,0.9299999999999999,0.83,59.85000000000001,55.690000000000005,67.38999999999999,55.690000000000005
28154,6138fe0f628de7d9e4d5988f14eca4a9,0.29,1.08,1.08,17.94,19.34,17.94,19.34
28156,75aae0f9b84bd09169d92fb4066812be,0.27,1.1,0.9299999999999999,32.72,36.120000000000005,38.92,36.120000000000005
28157,eb9011c84c8bc2bf99c3a94f566f2732,0.16,1.01,0.96,48.910000000000004,49.51,51.31,49.51
28158,bb85955fde010bf8b0473577625a154c,0.29,1.08,0.94,11.08,11.98,12.780000000000001,11.98
28159,7e970d8be08f1a65c45713609ee9b273,0.33,0.96,0.98,39.44,37.839999999999996,38.54,37.839999999999996
28160,f41021b09bfb04ba27a40bf661dca5b6,0.33,1.0,0.84,16.55,16.55,19.75,16.55
28161,cd9419c455f61bab14946a853acc803b,0.27,1.25,1.07,14.280000000000001,17.87,16.77,17.87
28162,5bdfcfc7814c365d52e935942678a6be,0.17,1.1400000000000001,0.98,15.48,17.67,18.07,17.67
28163,e6a312f1b2a2bc2dbb4ba49dbf869263,0.26,0.96,1.09,124.41000000000003,119.75999999999999,110.10000000000001,119.75999999999999
28164,f97628da68cd49825f3adfc05725f621,0.29,0.91,0.76,29.25,26.5,34.74,26.5
28166,7e96676bd496be6527e19da4a2839f44,0.27,1.01,0.86,16.36,16.46,19.06,16.46
28167,5c000c0f553a02a83ec60bed461792f4,0.21,0.97,1.01,31.33,30.53,30.130000000000003,30.53
28168,f4d73c741f7e6854a140d4f8c4b906cb,0.38,1.0,0.86,25.25,25.150000000000002,29.35,25.150000000000002
28169,6a2960725899c8c9d5f90e6f5e072326,0.33,1.0,0.85,74.97,74.97,88.67,74.97
28170,d2d2f1ac5560a4e84610620e6b4636fe,0.30,0.96,0.96,18.86,18.060000000000002,18.759999999999998,18.060000000000002
28171,efe4a0e7b0930ede0df9f1f1153cd3d7,0.29,0.98,0.83,40.82000000000001,40.120000000000005,48.32,40.120000000000005
28172,e7c361107a7cf5d465207afed68b3de0,0.11,0.89,0.75,16.91,14.99,19.99,14.99
28173,ba890efe42834e20abd1e918431ddf0d,0.55,0.9299999999999999,0.78,47.18000000000001,43.68000000000001,56.17999999999999,43.68000000000001
28174,2359b07e89b8a119cca4f5931c8e1ac2,0.28,0.98,0.86,33.81,33.21000000000001,38.71,33.21000000000001
28175,add1db85d0607ee27d5855543db8c3eb,1.00,1.13,0.98,7.99,8.99,9.19,8.99
28176,a8553ad6ed7384426f31925e56098ac4,0.29,0.99,0.83,48.050000000000004,47.59,57.19,47.59
28177,15bc7f77456261fb9c86e5268dbd2d92,0.13,0.97,0.9299999999999999,41.83,40.53,43.53,40.53
28178,1ca83f2fe041fdd2470025efe9579814,0.33,1.56,1.35,52.830000000000005,82.27,60.870000000000005,82.27
28180,eac1add56c8e9d14e1cd4638c476d086,0.20,1.0,0.85,43.42999999999999,43.620000000000005,51.419999999999995,43.620000000000005
28181,3e8b1ff3e09a7922ce1f85baf1c9da01,0.24,0.97,0.84,49.97,48.46999999999999,57.57,48.46999999999999
28182,be7a0ef516e36d15757dbd0093c1d6af,0.39,0.9299999999999999,1.11,90.33,84.01,75.83,84.01
28183,74b40ce175c390f4f56a3165aba74cfe,0.18,0.96,1.05,51.52,49.52000000000001,47.07,49.52000000000001
28184,37a9e50969737d8398f3fee65bcaf8dc,0.07,0.94,0.8,14.07,13.17,16.47,13.17
28185,1f328dab3918620abc0f1ae639bb8370,0.48,0.99,0.99,49.39,48.88999999999999,49.61,48.88999999999999
28187,fad783ce9201154b65cf5aff2f77d601,0.50,1.04,0.94,18.16,18.96,20.259999999999998,18.96
28188,23b82ed13221a5dbb3bdbfc29dc6dd0e,0.30,1.0,0.85,26.93,26.929999999999996,31.63,26.929999999999996
28189,235610a4a0d58f11f7c7616b2c55463a,0.15,1.0,1.08,20.15,20.15,18.65,20.15
28190,a5c5c011a18e7fe7c0a4d03e86b342b5,0.38,0.97,0.97,75.22999999999999,72.63000000000001,74.92999999999999,72.63000000000001
28191,20c515cab3fa59a18ec047190c74e6b9,0.43,0.98,0.88,20.94,20.540000000000003,23.44,20.540000000000003
28192,a376a94c07d80271ea2432406ef108ac,0.30,1.0,0.92,106.79999999999998,106.78,116.14,106.78
28193,e5c35581306cfe013927fa16573f1403,0.38,0.98,1.03,25.24,24.74,24.05,24.74
28194,2b918377bcddb52961769bdf4f506a02,0.40,0.91,0.84,8.68,7.88,9.379999999999999,7.88
28195,ae42860751bb835f0ced6580d37235d8,0.32,0.96,0.94,31.900000000000002,30.7,32.519999999999996,30.7
28196,0f2ef5b907206643c87b20af94d53030,1.00,0.92,0.92,42.370000000000005,38.97,42.370000000000005,38.97
28197,375ad30d1d02a7ac77bd9d9dedd49128,0.23,0.96,0.83,9.870000000000001,9.469999999999999,11.469999999999999,9.469999999999999
28198,48e34c468a3886ec149bdcaa7b004f6a,0.19,0.94,1.04,17.66,16.660000000000004,15.96,16.660000000000004
28199,b8b8ae9f81611915d426581ed7a8f40d,0.55,0.94,0.83,38.129999999999995,36.03,43.230000000000004,36.03
28200,41623996934e419d1556a849a7e600a6,0.13,0.95,0.83,22.86,21.759999999999998,26.16,21.759999999999998
28201,7aa10d45a0c3f8a02478b81a4fc55b85,0.29,1.04,0.9299999999999999,11.27,11.77,12.67,11.77
28202,0e4cad5b2ad83293cca588a1be4d1e8c,0.31,1.07,0.91,18.950000000000003,20.25,22.35,20.25
28203,76e6adc62b31cb92865d4d9305741f33,0.38,0.98,1.03,26.95,26.45,25.630000000000003,26.45
28204,dc7fff14d572eff612d30d98663662ec,0.43,0.72,1.06,41.86,30.259999999999998,28.47,30.259999999999998
28205,80ee10034c1ddfb5377de90bc5949ca1,0.33,1.02,0.9,24.97,25.43,28.13,25.43
28206,0d90e92e663870522ffa4c06029d87c0,0.15,0.96,0.87,16.27,15.57,17.97,15.57
28207,abbe02f6f895c2d271e4fb50cff8017c,0.25,0.96,0.83,51.11,48.910000000000004,58.91,48.910000000000004
28208,acbd5c9b0bd78caa793c321464cb092b,0.38,0.9,0.79,20.72,18.72,23.62,18.72
28209,7074d15322e3a3d5b22fb4c29d4c105c,0.26,0.97,0.8200000000000001,20.93,20.35,24.85,20.35
28210,42132d883f611074d62845d8ea262513,0.38,1.02,1.05,13.96,14.26,13.58,14.26
28211,4b6f2c4740f406f937c0dc0bd3b0ea9e,0.20,0.94,0.79,16.97,15.97,20.169999999999998,15.97
28212,66dc793fab5e892c5501a18cff0c56b9,0.24,1.15,1.15,13.66,15.66,13.66,15.66
28213,e166ea2a9ae6f74f3cc9ef7c64c0fb10,0.19,0.95,1.06,17.770000000000003,16.970000000000002,15.97,16.970000000000002
28215,60cebd6f25f5dd8473bbd38720bdb57c,0.16,1.03,0.88,36.18,37.28,42.31999999999999,37.28
28216,10b815fc3b79244a7cfc963bc47f93c3,0.33,1.01,1.04,13.75,13.950000000000001,13.350000000000001,13.950000000000001
28217,7771d79c2ec352135afc27d6d1b849f7,0.56,0.94,0.83,46.84,44.239999999999995,53.54,44.239999999999995
28218,212af540fa545c35a8482c4bdcff944b,0.49,0.96,0.8200000000000001,112.26000000000002,108.26,132.16000000000003,108.26
28219,d44a73d2022a151ee618a6bd88f5578a,0.43,1.12,0.95,26.869999999999997,30.020000000000003,31.520000000000003,30.020000000000003
28221,6f7da2e968a6cdd94873c7a7a6e92c11,0.17,1.02,0.87,5.79,5.88,6.779999999999999,5.88
28223,52d1de464b149c1b72a87513910edfe5,0.39,0.99,0.85,49.800000000000004,49.480000000000004,58.28,49.480000000000004
28224,0fade3c769f2e62450c1242ca8524b56,0.22,1.06,0.91,17.16,18.23,20.13,18.23
28225,42d1c87bb6ffeed3d37907e7d8e874d6,0.44,1.02,0.87,77.16,78.35000000000002,90.44999999999997,78.35000000000002
28226,2a7c986abf34e773a0f71597f1100760,0.65,0.96,1.17,56.57000000000001,54.03,46.0,54.03
28227,0412d503974949c17003219e6fa52769,0.26,0.97,0.83,43.830000000000005,42.53,51.129999999999995,42.53
28228,06441090c55e4deee174ef79baa4a92f,0.13,0.9299999999999999,0.78,5.58,5.180000000000001,6.680000000000001,5.180000000000001
28229,c4e7dde784591e313d35828808a446ec,0.31,0.95,0.88,42.739999999999995,40.64,46.239999999999995,40.64
28230,94d1245e11310a23bdfde868dd74a5f5,0.36,1.05,0.9,44.010000000000005,46.0,50.9,46.0
28231,aca7c0264a213baf105baa49608c048c,0.14,1.02,0.87,9.48,9.68,11.18,9.68
28232,6c0f2dbe7f5476dd341c56bae02c3eba,0.50,1.1,0.9299999999999999,8.99,9.89,10.69,9.89
28233,026f82fcad2d6c1394fd9c9bb79249c0,0.16,1.0,0.91,15.270000000000001,15.270000000000001,16.869999999999997,15.270000000000001
28234,7f3b011630a934b8ab5d557338a6bc86,0.19,1.06,0.89,12.770000000000001,13.55,15.149999999999999,13.55
28235,e6220fd6179606136c8ed9bb6f3d10d5,0.22,0.97,0.87,28.03,27.229999999999997,31.230000000000004,27.229999999999997
28236,9834828a393ceb0dd786a1f8472daaf2,0.25,0.92,0.8,23.740000000000002,21.939999999999998,27.340000000000003,21.939999999999998
28237,08666345d005d0be971efdff29dbf7c2,0.28,1.01,1.07,45.0,45.38,42.51,45.38
28238,c2e8dfd7f31ce726e582b5648386acf1,0.70,1.03,0.87,58.19,59.69,68.59,59.69
28239,7dfb6426cdcfae86cc1bac6fe3699ab6,0.30,0.97,1.01,31.580000000000002,30.78,30.380000000000003,30.78
28240,8a8ccd436cfa663b765236ff98cbbb2c,0.20,0.96,0.94,18.05,17.25,18.35,17.25
28241,dea3d26754387e167a016d4ddfd0ded7,0.28,0.9299999999999999,1.01,50.53000000000001,47.03,46.68000000000001,47.03
28242,961b03c13539f2dc8b822a4e26bc38cd,0.57,0.9299999999999999,1.16,20.94,19.439999999999998,16.76,19.439999999999998
28243,f12ee9b5aa859abb33574e868b53e4dd,0.31,0.96,0.9299999999999999,30.36,29.16,31.46,29.16
28244,4203ffc72c98dd7203eb291dbba31e8a,0.29,0.97,0.99,38.730000000000004,37.73,37.95,37.73
28245,d9151ec105112ca03c423c36731391a2,0.80,1.0,0.86,28.730000000000004,28.720000000000002,33.32,28.720000000000002
28246,d956a2e50ca3aed94e8feecf82e376b0,0.09,0.98,0.83,5.99,5.89,7.09,5.89
28247,4d6c749826fb4aa30df17e9ff2f9e441,0.07,0.9299999999999999,1.25,5.39,4.99,3.99,4.99
28248,f0a536fcb46bcc625dfb18691ad8d8be,0.41,1.01,0.87,60.41,60.75,69.65,60.75
28249,49db32da777f08a71c43e5b6df957b21,0.36,0.95,0.99,36.839999999999996,34.95,35.339999999999996,34.95
28250,af7f471fc79064a82cf7d27c95d549a7,0.20,0.97,0.97,44.129999999999995,42.59,43.95,42.59
28251,f153ee12b3117d1fae3785a7f1aeab3e,0.50,1.0,0.9,40.52,40.32,44.61,40.32
28252,951f2406b0ee05e41493249cc3c19a9e,0.36,0.96,0.83,30.35,29.230000000000004,35.23,29.230000000000004
28253,1f0fef918a3e2f46585c6718b291a91e,0.30,1.1400000000000001,0.97,23.97,27.27,28.07,27.27
28254,b5300a5ed2b3b8c8b1145a59c042fe35,0.83,1.0,0.87,27.009999999999998,27.110000000000003,31.310000000000002,27.110000000000003
28255,8aebff19be4a8d6c2433a265355fbdd9,0.15,0.99,0.99,7.78,7.68,7.78,7.68
28256,e63d97adde2bfbba822a034eba6f0d36,0.20,1.07,0.91,5.48,5.880000000000001,6.48,5.880000000000001
28257,083bbc41f853b7365037584476704d83,0.24,0.98,0.98,21.51,21.049999999999997,21.51,21.049999999999997
28258,eb1d45317d0f4c83b824d51bc0eb5131,0.63,1.04,1.05,32.1,33.3,31.7,33.3
28259,349e923f65a36a64ff21484dcc7d9e3a,0.38,1.01,0.94,17.450000000000003,17.55,18.75,17.55
28260,6676f4b6fc8ba68328b96709c522d718,0.35,1.0,0.92,19.740000000000002,19.74,21.44,19.74
28261,ee7302b31ad009c7af992aa545374551,0.14,1.04,1.08,24.35,25.25,23.35,25.25
28263,e0502dc17a0db4488b4df58399ed5c7c,1.00,0.95,0.8,29.97,28.47,35.37,28.47
28264,2f6d8befe68afd414236e5fbec0a0a69,0.75,0.84,0.71,24.47,20.57,28.97,20.57
28265,39aa8f822b793b81f523b63956ab50a5,0.40,0.99,1.07,18.42,18.32,17.200000000000003,18.32
28266,578f6426aa30d4d0fc350801f0d258a3,0.41,0.94,0.8,33.81,31.71,39.81,31.71
28267,4c1545e19fee040cd4927ba4bedc9d1d,0.67,1.1400000000000001,0.97,31.96,36.46,37.56,36.46
28269,9e25dd3101f0a966897a4c18da025ec0,0.50,0.9299999999999999,1.04,21.99,20.49,19.79,20.49
28270,03affcfb7dc3b18ad59d7aa5e05283fe,0.40,0.99,0.84,23.54,23.340000000000003,27.839999999999996,23.340000000000003
28271,81e733dac8e1b8ff2c769978ca417c94,0.67,1.01,1.09,19.650000000000002,19.849999999999998,18.250000000000004,19.849999999999998
28272,465c3e7b9fef264b38950bdf89b7b078,0.31,0.98,1.06,84.55,82.45,77.52,82.45
28273,7ec939214a96ada3e95f99a29cdcae3a,0.70,0.98,0.85,34.5,33.8,39.7,33.8
28275,c120ede01b86b9a93450dd7f95375130,0.13,0.91,0.77,8.08,7.38,9.58,7.38
28276,1ead709413dad961b1358dfd11bf3947,0.31,0.99,0.97,57.63999999999999,56.92,58.63999999999999,56.92
28277,daea94d844914e68b272110055962d65,0.24,0.99,0.92,33.9,33.699999999999996,36.7,33.699999999999996
28278,61639576df82f9c903550723a4f739ed,0.42,0.96,0.81,49.800000000000004,47.800000000000004,58.699999999999996,47.800000000000004
28279,76cc073934944991ccd146ad8ae13ba6,0.33,0.96,1.04,74.31,71.17,68.7,71.17
28280,48b6bba3862acfc5e03121bf301711e7,0.15,1.01,0.96,15.5,15.7,16.3,15.7
28281,c7532cd6997a1b27629a4ce2c90c7be7,0.33,1.04,1.0,44.52,46.22,46.120000000000005,46.22
28282,9574ed016c9347174b615dec3810c280,0.35,1.1,0.9299999999999999,85.52999999999999,93.97000000000001,101.07000000000001,93.97000000000001
28283,97c406797148d1573e54678968b18548,0.11,1.0,1.0,42.99,42.99,42.99,42.99
28284,ee69684cfd41b8f4d6d708b17477fe01,0.18,1.1,0.9299999999999999,11.780000000000001,12.98,13.98,12.98
28285,14d8aa8a44fc47832462b9276f9d7da2,1.00,0.76,0.76,28.46,21.560000000000002,28.46,21.560000000000002
28286,c782eafffacb48a922a29909fd774b9d,0.33,1.11,0.94,36.92,40.81999999999999,43.22,40.81999999999999
28287,72342c8536aecee8cbe40c11ea32a15d,0.50,0.75,0.75,3.99,2.99,3.99,2.99
28288,61dfdf91f840c3715710d386daa58820,0.16,0.99,1.08,35.6,35.4,32.72,35.4
28289,89402111259808a45c9ae1ee9cc2a5f4,0.11,0.98,1.02,28.540000000000003,27.939999999999998,27.46,27.939999999999998
28290,188a4516d2a2f7f9051af1680de085e4,0.33,0.96,0.96,53.62,51.32,53.72,51.32
28291,12a71e42252fbbebbced62add5f9f6c9,0.25,1.08,1.08,5.18,5.58,5.18,5.58
28292,c4d1da56ed8d0be9ef7cf68d955e5c26,0.27,0.9299999999999999,1.08,24.42,22.620000000000005,20.9,22.620000000000005
28293,e86bd3c23a2f6654a6254cdb0230b2c4,0.33,0.94,0.97,64.24000000000001,60.5,62.150000000000006,60.5
28294,0e196ddd175f141005a266dde3f07c88,0.09,0.98,0.87,3.34,3.28,3.7800000000000002,3.28
28295,1a6d6153cd85edd0655e971f63e147ce,0.25,0.86,1.15,7.29,6.29,5.49,6.29
28296,5fce292f40bd47234497c5ac373f7ba8,0.15,0.96,0.8,13.1,12.55,15.649999999999999,12.55
28297,472edb220a14599131a3bfd66a635b4c,0.32,0.97,0.87,71.57,69.13,79.87,69.13
28299,35500396d74559f8e87093ffca268a4e,0.31,0.97,0.97,25.570000000000004,24.689999999999998,25.570000000000004,24.689999999999998
28300,51565942b9351cef3d06993aea40c858,0.27,1.07,1.03,36.43,38.83,37.63,38.83
28301,5892d220578a9c289f290ae2d3d19b45,0.40,1.0,0.86,44.9,44.900000000000006,52.0,44.900000000000006
28302,1bac7af53395fcf13ae1ad6c58d0f3b9,0.29,0.96,0.81,26.45,25.3,31.200000000000003,25.3
28303,b403e4c942969b0f4d80b05e05f8568b,0.40,0.99,0.83,15.68,15.48,18.58,15.48
28304,9c72478f908edbcdfa7d90f4eb4061d5,0.28,0.98,0.89,22.35,21.85,24.650000000000002,21.85
28305,3073f48de64e8979b9ded37d7174cbe1,0.33,1.07,1.09,11.18,11.940000000000001,10.98,11.940000000000001
28308,efb10be168cf97b749e8f9dca7c3a361,0.27,1.04,0.88,21.86,22.66,25.86,22.66
28309,bc0f8f9f56d5148df66e4206c94b7282,0.21,0.97,0.84,20.56,19.96,23.860000000000003,19.96
28310,f3a536f69e3b203e69b6a9883aea558d,0.33,1.01,0.99,67.97,68.74999999999999,69.64999999999999,68.74999999999999
28311,cde999369b2b6c99d9bc4212a1d96d32,0.33,0.96,0.96,47.91,45.81,47.61,45.81
28312,267ecfd537f7aea1a68a4cc54205a5ab,0.33,0.91,0.76,21.66,19.66,25.86,19.66
28313,0649749abc124557012ee6093d27edf4,0.33,0.98,0.85,49.06999999999999,48.07,56.769999999999996,48.07
28314,774d442925df464665d56a0f8f360c75,0.55,0.96,0.84,28.240000000000002,27.24,32.34,27.24
28316,0ce9eb3dc6d57aa52eaa711322c0a14a,0.22,0.98,0.84,28.419999999999998,27.919999999999998,33.22,27.919999999999998
28318,92418de31dfc60f51aae67f71af7ecda,0.20,1.0,1.0,0.0,0.0,0.0,0.0
28319,84157e3b9311dc152f3e554f8daafd0e,0.18,0.92,1.09,35.71,32.910000000000004,30.130000000000003,32.910000000000004
28320,898201bc254980de184290ebae92d0b1,0.27,1.01,0.86,99.19000000000001,100.36999999999999,117.07,100.36999999999999
28321,9adcd7917ea5fc27bfa6c44c7d44078e,0.24,1.02,0.91,36.34,37.04,40.84,37.04
28322,c655956a14a55699b3c59b4b1b48d7b1,0.22,1.01,0.88,91.36,92.66,105.56000000000002,92.66
28323,85d7638e61c98ff7815b06d267a1c825,0.22,1.08,0.91,7.18,7.78,8.58,7.78
28324,5b70bbc4e82c6744b2457af398d9da50,0.29,1.05,0.89,25.84,27.04,30.24,27.04
28325,9613f8aa3d33ddf078eadbd6c59166d7,0.35,1.0,0.88,91.15,91.14999999999999,103.65,91.14999999999999
28326,806a6af01245213ab77058e91264eab1,0.40,1.04,0.91,29.95,31.239999999999995,34.24,31.239999999999995
28328,90fad3fb89611c665355acd641529916,0.27,1.02,0.85,12.35,12.65,14.950000000000003,12.65
28329,c90ce70387a7c4726a3ce38e00586ff2,0.31,0.95,0.99,128.47,122.22,122.89,122.22
28330,9b526d19c65f3e2400ccf6dcec1cccc7,0.20,0.98,0.83,23.849999999999998,23.450000000000003,28.25,23.450000000000003
28331,e7b2be29484b9da920942bdef880d11e,1.00,1.13,0.96,30.99,34.99,36.59,34.99
28332,d76474221a5c515a4ad95b5a497aa867,0.38,0.98,0.88,17.23,16.93,19.330000000000002,16.93
28333,5281b290dba47d46d0cc183ffef9e698,0.13,0.99,0.99,28.269999999999996,27.97,28.269999999999996,27.97
28334,dfbe763d1a7247562adeb5bc4fd1d758,0.35,1.0,0.85,33.93,34.03,40.129999999999995,34.03
28335,e8529a481a4ed782b83308b269b570b7,0.39,0.97,0.85,148.54000000000002,143.63999999999996,168.14,143.63999999999996
28336,b2f7f80eefe19750114e7a720121f02b,0.29,1.08,0.91,20.86,22.449999999999996,24.65,22.449999999999996
28337,2e5b6afcbcaa81062abacf3f856a095f,0.33,0.97,0.88,36.05,34.95,39.85,34.95
28338,ad07aca771c9123a824dd677cba4a1fe,0.14,0.9,1.06,34.31,30.71,28.950000000000003,30.71
28339,8500630bcf9b2a49d8544ee53cb7a494,0.44,1.05,1.05,31.25,32.95,31.25,32.95
28340,395fd1cde5f7977158b2175dd76fc141,0.67,0.95,0.95,11.84,11.280000000000001,11.84,11.280000000000001
28341,32385f52f011a311a8ac7ac8adcddd62,0.20,0.95,1.06,70.75,67.55,63.48000000000001,67.55
