,STORE_LOCATION_ID,NUM_ORDERS
0,7dc1c7653ac42a05642a667959c12239,23
1,7735e310a8f8a4de2430338dfae18359,1
2,b824157cf4e5f6a6450a66b7849aba66,1
3,6b913a2317d00f7bfa0abdaff1a1f67f,1
4,410a05199753ec14a12bfed92c13e07d,1
5,a486cd07e4ac3d270571622f4f316ec5,29
6,cb8da6767461f2812ae4290eac7cbc42,56
7,6c0ffea2dc26e3e5f85302514be3c697,3
8,af074edfb4940be0ed1d4fcfc4ea0dee,1
9,a381c2c35c9157f6b67fd07d5a200ae1,25
10,462b7359bda3d8ed2873c091c2f3b367,6
11,bc9896c35a1d00719db5cfcbeec66f5b,4
12,c1aa31664c1569818b0494c32981bc4f,5
13,7c103ddc7fa98bc2687b3902ad4f2710,1
14,7fc7b7979ce9c02bb7a36e5500726053,1
15,2a34abd6ebbd7fcf5a4421229c946c0a,49
16,936a40b7e8eea0dc537e5f2edee1387a,29
17,fd22a77ffd3cc179b3c1407d6ea0637b,3
18,cd2d9ff70c5361ea752e858d7bbf8437,1
19,d72250f6161cc82e0327ee56b2c3d974,1
20,e7e4f740f97a38c313a9abc2ec6ab85e,7
21,15cf5f505ec38de721bfc1036ae585aa,1
22,74db80486179f9e43bed14f2d28c70a8,2
23,6b77b8385d6b9a7fe05df9b0afc03eae,1
24,9f44e956e3a2b7b5598c625fcc802c36,21
25,1e8c391abfde9abea82d75a2d60278d4,26
26,976f1ecb676aa1bb3bb86ed84e79cdfa,4
27,28e5d9958f5359e46ea056ecb6684485,1
28,63aeb41b7837b24999c7766adda70a24,3
29,24917db15c4e37e421866448c9ab23d8,18
30,da3c55e3be0a795729261bfd8776a627,1
31,350db081a661525235354dd3e19b8c05,39
32,455b3cee95ff9200035018456ef17edc,2
33,0406576f71bdf8cdb29942cd5c1548c7,2
34,ad1b74292d67078dfb12d20eeca2566e,1
35,baa18c475f66f4323c0bf909aca05a35,2
36,ec390e445f99f5d8c57a847f02552fbc,1
37,86f373adc229cb2c06b3a19fa479f191,1
38,771f0d31d334435279ea1ea02b2c660c,1
39,bb63947c75d49061c743a2ae53cc1787,2
40,fe4e2a8a9740bc9311616fc08781fcf9,4
41,2a519dc383bbb4f07ad74720bb1a5fbf,6
42,5993b4373194ddea753c3cc5e10afabe,1
43,71541653edfd81ee0ae62fb1fd1be011,1
44,f3d40945077a8cb357098311250d4213,1
45,c182f930a06317057d31c73bb2fedd4f,45
46,db2d1bc7f17a3a44b4f1cb9075f6899c,2
47,b0b69b8461334c26e055962b31af6c16,1
48,988969200cb769535c9ff0ce49e36719,2
49,9ffbf4fed04bdeefe759ecd02af8ee82,1
50,a74e88cfc53686ce828fb037d0f2041e,2
51,0bfda19bd8d869e39d1996f29b9c6133,2
52,565930aa1d09ef2af5dd17eedf2edfa4,1
53,309d36bfe0e77374deeb836355f8db23,3
54,3550bb0cfdaea287c6d57c41df1fa1b4,2
55,2bee829bed9516889344bb4a675d7e38,1
56,c93f6bc00902863602e25adcda3b1565,5
57,314426bd564599865c676dbb6dc198c4,1
58,0190fadb841d7ed83e29cca2a745bc2f,2
