,CUSTOMER_ADDRESS_ID,PERCENT_OF_ORDER_ELIGIBLE,COST_SAVINGS_PERCENT,PRICE_SAVINGS_PERCENT,COMPARABLE_ACTUAL_TOTAL_COST_,PARENT_TOTAL_COST_,COMPARABLE_ACTUAL_TOTAL_PRICE_,PARENT_TOTAL_PRICE_
41691,a66b6e2aa48beb1c5787cdbca4953a11,0.39,0.99,1.05,44.62,44.220000000000006,42.0,44.220000000000006
41692,39044e9ebb900dd2dece8c536dde78a9,0.08,0.8,0.6799999999999999,8.98,7.18,10.58,7.18
41693,96fd838ed9656494af86eed81839274e,0.40,1.1400000000000001,0.96,39.52,45.1,46.8,45.1
41694,958609346ce711ee07c39dc24ab0e9c5,0.20,1.01,0.9299999999999999,71.98,72.98,78.18,72.98
41695,9ef781e8483b21946a934fe4dffb8745,0.42,0.91,0.98,73.12,66.62,67.82000000000001,66.62
41696,e2e87378cddaed9baddbb1c0df56c76b,0.18,1.24,1.37,13.39,16.67,12.190000000000001,16.67
41697,afdd2d40ab9458ae6893e68335b3301c,0.19,0.96,0.8,20.85,19.950000000000003,24.85,19.950000000000003
41699,5466289bf5197c4cd7b812f43008b551,0.30,0.99,1.04,32.42,32.22,31.02,32.22
41701,699b3d0b701e4d065b4bb566b37d2f9f,0.45,1.0,0.97,48.82000000000001,48.92,50.190000000000005,48.92
41702,e05d838e970b329bdd460ddfe9d01082,0.18,1.05,0.88,12.170000000000002,12.77,14.47,12.77
41703,38b9895caed5b281cc29e76f7db955d8,0.09,1.03,0.94,2.89,2.99,3.19,2.99
41704,88e72e94df6b4ba06e9be85de235d169,0.42,0.91,0.77,37.410000000000004,33.91,44.31,33.91
41705,945aec2a83e0309ffd0e095663c8b525,0.19,1.02,1.04,59.07,60.370000000000005,58.21,60.370000000000005
41706,cf815fe7b4e8b7f1a0f0e1c8b6314a3f,0.27,0.98,1.04,17.47,17.07,16.37,17.07
41707,aa4d578421173a344b68129474f965ce,0.29,1.05,0.87,30.200000000000003,31.8,36.4,31.8
41708,009424dc0e375b842fe40f1ec23d94eb,0.50,0.97,0.8200000000000001,20.32,19.77,24.169999999999998,19.77
41710,e1bb1db3e57db0d4d76923e927c01b9f,0.13,1.16,0.98,13.99,16.25,16.65,16.25
41711,d7ef5466b9febff32bc941235ab677ec,0.25,0.96,0.96,12.48,11.98,12.48,11.98
41712,2f6a1be658d7156238a4d598b6a7538e,0.15,0.96,0.98,21.15,20.25,20.65,20.25
41713,4a4ee9ccdadd4f055147ee4f42565307,0.69,1.02,0.88,62.37,63.57,71.87,63.57
41714,14e881ad8b523a83568b0cc10ee9ee01,0.30,0.94,0.8,65.55000000000001,61.550000000000004,76.85,61.550000000000004
41715,b5ae470d57614f65836dd9f03c1f1a3f,0.40,0.96,0.96,52.64,50.379999999999995,52.64,50.379999999999995
41716,b6ba20e6883d7bc11352d653f028838c,0.88,0.94,0.8,93.77,88.27000000000001,110.87,88.27000000000001
41717,57f6d73d31a219984af0ec45589ea32b,0.20,0.99,1.11,24.39,24.25,21.89,24.25
41718,5934061049e3f0bd34c713d4a395b771,0.22,1.01,0.9299999999999999,7.44,7.4799999999999995,8.08,7.4799999999999995
41719,a49b4e28704844f639b2563207a0fc95,0.25,1.07,0.94,11.13,11.870000000000001,12.67,11.870000000000001
41720,ac63db472b1db1db6a9274ec86426dc2,0.07,1.0,0.86,4.99,4.99,5.79,4.99
41721,e8ab3c03704f989c22b690753e2fd304,0.23,1.1400000000000001,0.97,17.650000000000002,20.050000000000004,20.65,20.050000000000004
41722,e1e4a69ffbb9559ff42efd0a0ad1302f,0.33,0.96,0.83,36.66,35.36,42.64,35.36
41723,40e58681e8aaa76766945b021b1f2a4e,0.32,1.02,0.87,78.51,80.2,91.8,80.2
41724,c21fd3c7c975f11e207c232c61bed8de,0.25,1.15,0.98,19.05,21.950000000000003,22.450000000000003,21.950000000000003
41725,3a1b3ba10f90826f3985805b9b30ef58,0.14,0.87,0.73,9.18,7.98,10.98,7.98
41726,8de2318472c6cc07ab4948c661d91fce,0.18,0.99,0.84,10.49,10.38,12.38,10.38
41727,0dfe1008293602f7956e1be2c3eb77fd,0.23,0.98,0.99,74.11,72.41000000000001,73.41,72.41000000000001
41729,b274d14b6ac617012c3dc4abd521b6f7,0.11,0.94,1.18,3.49,3.29,2.79,3.29
41730,4725fb2794ecba1f01f4298d881f8fdb,0.17,0.88,0.75,14.99,13.18,17.68,13.18
41731,49195478a8add909b463cc40abfb69b3,0.29,1.03,0.87,21.4,22.139999999999997,25.34,22.139999999999997
41732,ffc85aacc76915ee595db9ee98b59a56,0.50,1.02,1.02,9.96,10.16,9.96,10.16
41733,d3578e11381846d3e27a366a95a90918,0.33,0.9,0.89,48.339999999999996,43.34,48.54,43.34
41734,602f8fadb3c745cd2e71ad93b7830921,0.63,1.09,0.9299999999999999,24.91,27.15,29.35,27.15
41735,5909613567297a82868ca9a0c524efe1,0.35,0.95,0.97,69.71,66.21000000000001,68.61,66.21000000000001
41736,833d2a07d0e4886417ab1e93d7f4a89c,0.34,1.08,0.94,77.99999999999999,84.08,89.18,84.08
41737,986e208ea5cdfa47f0bec6d06fd2961a,0.31,1.0,0.85,55.18,55.14,64.94,55.14
41738,9ba44abd43eac3ebcb0989d6d3da3e1d,0.37,0.96,0.81,39.43,37.72,46.519999999999996,37.72
41739,e4a4dd04c4d99dc8acf102db700c84c3,0.21,1.01,0.85,16.68,16.84,19.740000000000002,16.84
41740,4cd468dc9ef01c969355959149804844,0.25,1.08,0.91,41.09,44.290000000000006,48.49,44.290000000000006
41741,04b246ef64346c2cd7e3a0cc5714f990,0.50,0.9299999999999999,0.94,79.22,73.72,78.64000000000001,73.72
41743,f9077d3b13bef60e1fc3b0e9aae7c9ee,0.29,0.88,0.98,31.990000000000002,28.050000000000004,28.75,28.050000000000004
41744,7b57a51932fba7790cdec65babf2e744,0.38,0.96,0.86,39.68,38.18,44.28,38.18
41745,3dfc97e8cfb32b031321aaad54a27b92,0.14,1.06,0.94,24.800000000000004,26.340000000000003,27.900000000000002,26.340000000000003
41746,d68ba174e045a58a8fd0f0e9ec520594,0.27,0.98,0.89,55.86000000000001,54.84,61.64000000000001,54.84
41747,400b2c28dcfe5b7bf0b7866c40f01334,0.52,0.97,1.08,58.24,56.56,52.519999999999996,56.56
41748,9d94296b97b152bc6e9ec967ce600a7b,0.06,1.0,1.0,1.29,1.29,1.29,1.29
41749,d25e78685ac8b918a2dac91690721dee,0.27,0.9299999999999999,0.79,14.67,13.67,17.27,13.67
41750,cde999369b2b6c99d9bc4212a1d96d32,0.43,0.9299999999999999,0.91,57.4,53.5,59.02,53.5
41751,a4e38fa707760c5a20e282948e9c77a0,0.20,0.95,0.84,23.85,22.550000000000004,26.95,22.550000000000004
41752,642902667c82290d44924b3394909457,0.50,1.03,0.88,36.25,37.43,42.730000000000004,37.43
41753,0383346b9fd715e9e7879ec0bf314cde,0.09,1.41,1.41,4.69,6.59,4.69,6.59
41754,dce1d23fff720f49357a6384c01e5176,0.50,0.92,0.78,47.01,43.3,55.4,43.3
41755,b3081e6c2719e2961cfcfe07d463fb26,0.29,0.96,0.99,46.540000000000006,44.74,45.040000000000006,44.74
41756,fc86fba97a8732bcd65aaae76f46d18f,0.35,1.03,0.9,46.019999999999996,47.32000000000001,52.72,47.32000000000001
41757,d937526c4d68d675af7b0a8a2d29d427,0.53,0.96,1.05,34.76,33.3,31.799999999999997,33.3
41758,de9938effe603e9c2caa6736163482b4,0.21,1.03,0.88,58.78,60.28,68.78,60.28
41759,995e645c3fd08dc58137a651c823b55d,0.41,0.91,0.77,91.63,83.32000000000001,108.32000000000001,83.32000000000001
41760,9531fe84411bbd4ef7e718f7e1730ad9,0.05,1.01,1.29,15.379999999999999,15.48,11.98,15.48
41761,d57457a939f1f63e66dbd9031afa3917,0.33,0.98,0.8200000000000001,14.27,13.96,16.96,13.96
41763,68691f38f605456c6ee4bdca850dccf0,0.08,1.04,0.88,16.97,17.67,19.97,17.67
41764,3ce4383001e5915cdf75b294ac610bde,0.40,0.8,0.74,14.97,11.97,16.27,11.97
