,parent_cust_pairs,parent_cust_dist,parent_a,cust_b
0,"('faad95253aee7437871781018bdf3309', 'a14acbb0991ab69de8febea61b57c685')",3.007946565794183,faad95253aee7437871781018bdf3309,a14acbb0991ab69de8febea61b57c685
1,"('faad95253aee7437871781018bdf3309', '57772872e0e53e5a05c1000bc9212a87')",17.25668761327186,faad95253aee7437871781018bdf3309,57772872e0e53e5a05c1000bc9212a87
2,"('faad95253aee7437871781018bdf3309', 'e13c3b8344a8e5014538bb61d7721382')",16.924913613342298,faad95253aee7437871781018bdf3309,e13c3b8344a8e5014538bb61d7721382
3,"('faad95253aee7437871781018bdf3309', '55cc6afac79151bfaf722396cb1ef66d')",18.793530605016155,faad95253aee7437871781018bdf3309,55cc6afac79151bfaf722396cb1ef66d
4,"('faad95253aee7437871781018bdf3309', '2d40ae172895e40b648d59cbf3c578dd')",2.9770971647077147,faad95253aee7437871781018bdf3309,2d40ae172895e40b648d59cbf3c578dd
5,"('faad95253aee7437871781018bdf3309', 'fe3bcc61362e597f35a661647e8fa1f1')",18.41277054814063,faad95253aee7437871781018bdf3309,fe3bcc61362e597f35a661647e8fa1f1
6,"('faad95253aee7437871781018bdf3309', 'd49fe5b1f8c9654e4a33b489aee8b268')",18.247783876085826,faad95253aee7437871781018bdf3309,d49fe5b1f8c9654e4a33b489aee8b268
7,"('faad95253aee7437871781018bdf3309', '25c522f5528297acfa1b95dd65197e02')",7.146387119445725,faad95253aee7437871781018bdf3309,25c522f5528297acfa1b95dd65197e02
8,"('faad95253aee7437871781018bdf3309', 'c0ed65abcfdafa88dbee6e2320ee0242')",7.604520540944622,faad95253aee7437871781018bdf3309,c0ed65abcfdafa88dbee6e2320ee0242
9,"('faad95253aee7437871781018bdf3309', '2338f701d7c032ef2d04f68056947a9b')",21.021189651802356,faad95253aee7437871781018bdf3309,2338f701d7c032ef2d04f68056947a9b
10,"('faad95253aee7437871781018bdf3309', '5eb79c110c0a40a985e6761960796e6b')",12.700099566413112,faad95253aee7437871781018bdf3309,5eb79c110c0a40a985e6761960796e6b
11,"('faad95253aee7437871781018bdf3309', '62470d977a2c3be1c1273781c68d76ec')",9.959453391658945,faad95253aee7437871781018bdf3309,62470d977a2c3be1c1273781c68d76ec
12,"('faad95253aee7437871781018bdf3309', 'b3baf8b278559b5364ce586e41ef8d5c')",20.921183255810416,faad95253aee7437871781018bdf3309,b3baf8b278559b5364ce586e41ef8d5c
13,"('faad95253aee7437871781018bdf3309', 'a3feec09fb9a09b7661d924e41c78b88')",12.02148133325653,faad95253aee7437871781018bdf3309,a3feec09fb9a09b7661d924e41c78b88
14,"('faad95253aee7437871781018bdf3309', '8e450eeea9eb8e148aae5099d5382d88')",5.067910475601545,faad95253aee7437871781018bdf3309,8e450eeea9eb8e148aae5099d5382d88
15,"('faad95253aee7437871781018bdf3309', '1c63d30f44fa4494c627c4535823c2ae')",12.419290359759911,faad95253aee7437871781018bdf3309,1c63d30f44fa4494c627c4535823c2ae
16,"('faad95253aee7437871781018bdf3309', '4fa0c4acc9ff0572ebadf8e0e0c1c8ca')",4.860656716356991,faad95253aee7437871781018bdf3309,4fa0c4acc9ff0572ebadf8e0e0c1c8ca
17,"('faad95253aee7437871781018bdf3309', 'dc665858c24cac2c12bf19a7ecd5fa3e')",10.381049986070607,faad95253aee7437871781018bdf3309,dc665858c24cac2c12bf19a7ecd5fa3e
18,"('faad95253aee7437871781018bdf3309', '11450a399c3dc87f293285b4095b263a')",0.8430975463340664,faad95253aee7437871781018bdf3309,11450a399c3dc87f293285b4095b263a
19,"('faad95253aee7437871781018bdf3309', '678c04b4b324ac40521da62bdce35ebe')",12.9752841834309,faad95253aee7437871781018bdf3309,678c04b4b324ac40521da62bdce35ebe
20,"('faad95253aee7437871781018bdf3309', '542dbb58a012cf6dac5e13718dfdd0b9')",8.280622654709338,faad95253aee7437871781018bdf3309,542dbb58a012cf6dac5e13718dfdd0b9
21,"('faad95253aee7437871781018bdf3309', '4570eb1d15c9d31efa3ee3862b98a546')",12.664121313082143,faad95253aee7437871781018bdf3309,4570eb1d15c9d31efa3ee3862b98a546
22,"('faad95253aee7437871781018bdf3309', 'f13a8334fc917e3185c6ee8d33b64aa3')",16.11191920799814,faad95253aee7437871781018bdf3309,f13a8334fc917e3185c6ee8d33b64aa3
23,"('faad95253aee7437871781018bdf3309', 'df3b93446d9a1f494cf53c86c4f21840')",10.025804566118232,faad95253aee7437871781018bdf3309,df3b93446d9a1f494cf53c86c4f21840
24,"('faad95253aee7437871781018bdf3309', 'b7b96d1b6678d58a26d62744f75843ef')",11.691257264573764,faad95253aee7437871781018bdf3309,b7b96d1b6678d58a26d62744f75843ef
25,"('faad95253aee7437871781018bdf3309', 'fa62aa05b4d095b02be67ecc8644d910')",19.48698360731068,faad95253aee7437871781018bdf3309,fa62aa05b4d095b02be67ecc8644d910
26,"('faad95253aee7437871781018bdf3309', '7a190e665d0884bd799848ecc439bdf7')",21.461329250950172,faad95253aee7437871781018bdf3309,7a190e665d0884bd799848ecc439bdf7
27,"('faad95253aee7437871781018bdf3309', 'b359d2709f9dc8bff67767d534119158')",20.655442559331856,faad95253aee7437871781018bdf3309,b359d2709f9dc8bff67767d534119158
28,"('faad95253aee7437871781018bdf3309', 'bb29467bcfa1ba0bd9b5bdfa32abaad8')",3.3151647377014606,faad95253aee7437871781018bdf3309,bb29467bcfa1ba0bd9b5bdfa32abaad8
29,"('faad95253aee7437871781018bdf3309', 'cce1a5de5993ef457811a222e4cf1299')",15.639577252970307,faad95253aee7437871781018bdf3309,cce1a5de5993ef457811a222e4cf1299
