,parent_cust_pairs,parent_cust_dist,parent_a,cust_b
27,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'b54045df094b764f4cd955a01f6adc5e')",16.543472233374356,4ffbd5c8221d7c147f8363ccdc9a2a37,b54045df094b764f4cd955a01f6adc5e
28,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'a34b61c0ca80d52e98b2634cfff7b085')",3.1297685693886796,4ffbd5c8221d7c147f8363ccdc9a2a37,a34b61c0ca80d52e98b2634cfff7b085
29,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'a2dca25eb10e72726763fbf6b9890e47')",17.415940911590887,4ffbd5c8221d7c147f8363ccdc9a2a37,a2dca25eb10e72726763fbf6b9890e47
30,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '52da2cf6d5e38f85d342006d8c1b51c1')",13.459592716911805,4ffbd5c8221d7c147f8363ccdc9a2a37,52da2cf6d5e38f85d342006d8c1b51c1
31,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'ac29afda774274f022d607df49b09d50')",21.598800020912204,4ffbd5c8221d7c147f8363ccdc9a2a37,ac29afda774274f022d607df49b09d50
32,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '36b4cbb681f19600ab2f45dbed5e54dc')",4.688774354166919,4ffbd5c8221d7c147f8363ccdc9a2a37,36b4cbb681f19600ab2f45dbed5e54dc
33,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '8d7a5ee4c75ee655688e7bdb492c2b70')",9.522882039599047,4ffbd5c8221d7c147f8363ccdc9a2a37,8d7a5ee4c75ee655688e7bdb492c2b70
34,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'cb417c6766095e843808e6e9c45794bb')",19.445016259302545,4ffbd5c8221d7c147f8363ccdc9a2a37,cb417c6766095e843808e6e9c45794bb
35,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'e4f2100402f7706782e3e0f35e90d541')",23.663716203627544,4ffbd5c8221d7c147f8363ccdc9a2a37,e4f2100402f7706782e3e0f35e90d541
36,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '7b9331c5cb7d3bc556a43da6345b9c6b')",14.755311921759546,4ffbd5c8221d7c147f8363ccdc9a2a37,7b9331c5cb7d3bc556a43da6345b9c6b
37,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '95c83126340c5546b491a2b8071bedb9')",23.040649767318655,4ffbd5c8221d7c147f8363ccdc9a2a37,95c83126340c5546b491a2b8071bedb9
38,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '14decb812aee355a415aea98447bd3ff')",14.310649641651018,4ffbd5c8221d7c147f8363ccdc9a2a37,14decb812aee355a415aea98447bd3ff
39,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'bd0f375576b9f5577f0e6054219c0221')",17.874626769709522,4ffbd5c8221d7c147f8363ccdc9a2a37,bd0f375576b9f5577f0e6054219c0221
40,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '6e4e69e8e9fdc2b9427acf4d79079ebe')",16.846393852678414,4ffbd5c8221d7c147f8363ccdc9a2a37,6e4e69e8e9fdc2b9427acf4d79079ebe
41,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '1d63c7cdc2b28a789cb562b6aad4fedc')",14.439271586607573,4ffbd5c8221d7c147f8363ccdc9a2a37,1d63c7cdc2b28a789cb562b6aad4fedc
42,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '8bb376c1ae53e2cdb0aea81704e1b3fa')",6.256132138700686,4ffbd5c8221d7c147f8363ccdc9a2a37,8bb376c1ae53e2cdb0aea81704e1b3fa
43,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'd9834560b08decbd8fa5eafc47ed32dd')",10.042904465377747,4ffbd5c8221d7c147f8363ccdc9a2a37,d9834560b08decbd8fa5eafc47ed32dd
44,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '7ec3fe68c9e1c2009460ca1fbcdc77bc')",17.922191404115587,4ffbd5c8221d7c147f8363ccdc9a2a37,7ec3fe68c9e1c2009460ca1fbcdc77bc
45,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '7417661cd8382b3ed9ff1ccd270181d0')",4.6840926501027935,4ffbd5c8221d7c147f8363ccdc9a2a37,7417661cd8382b3ed9ff1ccd270181d0
46,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'b63ec54b6abbee0b6dd6d972b926b121')",13.906604099361182,4ffbd5c8221d7c147f8363ccdc9a2a37,b63ec54b6abbee0b6dd6d972b926b121
47,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '5413b846d988f483c925f64a004502c1')",8.004574609727154,4ffbd5c8221d7c147f8363ccdc9a2a37,5413b846d988f483c925f64a004502c1
48,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'c0cadff552438a45e1aacec7f8dd06a4')",15.777338250772399,4ffbd5c8221d7c147f8363ccdc9a2a37,c0cadff552438a45e1aacec7f8dd06a4
49,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '12fa3fd48433a4c0395acfa167f1ce19')",19.999965447942085,4ffbd5c8221d7c147f8363ccdc9a2a37,12fa3fd48433a4c0395acfa167f1ce19
50,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '78ac3482bc47074e7b8de4378f55d1ac')",17.34830914286985,4ffbd5c8221d7c147f8363ccdc9a2a37,78ac3482bc47074e7b8de4378f55d1ac
51,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '4fdfbd38da394bffcd0dcba426778c98')",15.892860743262233,4ffbd5c8221d7c147f8363ccdc9a2a37,4fdfbd38da394bffcd0dcba426778c98
52,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '6b9b53230c4ebf8c387341171f6abb91')",13.183059180635729,4ffbd5c8221d7c147f8363ccdc9a2a37,6b9b53230c4ebf8c387341171f6abb91
53,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '69b6083e275b2b487f410e5192bf856d')",9.067589764181035,4ffbd5c8221d7c147f8363ccdc9a2a37,69b6083e275b2b487f410e5192bf856d
54,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '96fd838ed9656494af86eed81839274e')",19.020980503262734,4ffbd5c8221d7c147f8363ccdc9a2a37,96fd838ed9656494af86eed81839274e
55,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'de40ccddece72e83c2d95fe954901370')",27.34826283314876,4ffbd5c8221d7c147f8363ccdc9a2a37,de40ccddece72e83c2d95fe954901370
56,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'ac2f4b81ae79014717f8df6d37d550a7')",21.598800020912204,4ffbd5c8221d7c147f8363ccdc9a2a37,ac2f4b81ae79014717f8df6d37d550a7
57,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '77185ca9d265423309791a7061ad5f1e')",17.959835147486057,4ffbd5c8221d7c147f8363ccdc9a2a37,77185ca9d265423309791a7061ad5f1e
58,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '74fe0af716fe78187bf4626265701c6b')",4.3250737998569155,4ffbd5c8221d7c147f8363ccdc9a2a37,74fe0af716fe78187bf4626265701c6b
59,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '407ea568067e775144f98b6552da3af7')",14.432164590807558,4ffbd5c8221d7c147f8363ccdc9a2a37,407ea568067e775144f98b6552da3af7
60,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '5242fed5a745c2c37f833acf1454d945')",19.354122629149934,4ffbd5c8221d7c147f8363ccdc9a2a37,5242fed5a745c2c37f833acf1454d945
61,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '37c79b80451cefa9fcadd65de85e96c7')",14.887443801320108,4ffbd5c8221d7c147f8363ccdc9a2a37,37c79b80451cefa9fcadd65de85e96c7
62,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '658bddeed3cecf9fb0fd821b367de038')",21.291414661395645,4ffbd5c8221d7c147f8363ccdc9a2a37,658bddeed3cecf9fb0fd821b367de038
63,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '28546a5ba326e7c7c7a53983cceffd86')",11.558515412389312,4ffbd5c8221d7c147f8363ccdc9a2a37,28546a5ba326e7c7c7a53983cceffd86
64,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'e2a69e76ea8d34cf99a654101d01f28f')",2.2974755568486533,4ffbd5c8221d7c147f8363ccdc9a2a37,e2a69e76ea8d34cf99a654101d01f28f
65,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '5f6853f7c43d250cbab3826548a30a92')",20.90916203387915,4ffbd5c8221d7c147f8363ccdc9a2a37,5f6853f7c43d250cbab3826548a30a92
66,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '75085487c8decbce359813cd6a5ebbad')",13.980784189396234,4ffbd5c8221d7c147f8363ccdc9a2a37,75085487c8decbce359813cd6a5ebbad
67,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '13b08a47bea93ccd98b32b6a3a9af179')",29.83781546281665,4ffbd5c8221d7c147f8363ccdc9a2a37,13b08a47bea93ccd98b32b6a3a9af179
68,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '9a29542012d81261fd4cb34c58792e7f')",7.719802175637543,4ffbd5c8221d7c147f8363ccdc9a2a37,9a29542012d81261fd4cb34c58792e7f
69,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'e908c63d21cfa345b31c19b176c31851')",8.128944280332965,4ffbd5c8221d7c147f8363ccdc9a2a37,e908c63d21cfa345b31c19b176c31851
70,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'aa5d6fc2b56516c45172704ec2a64d3b')",21.337174184558982,4ffbd5c8221d7c147f8363ccdc9a2a37,aa5d6fc2b56516c45172704ec2a64d3b
71,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '81841cd7e0045e8113535465cd8572ab')",22.70392094893099,4ffbd5c8221d7c147f8363ccdc9a2a37,81841cd7e0045e8113535465cd8572ab
72,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '96d0a35d3b8686b40223ae14f0d95923')",6.308619309791662,4ffbd5c8221d7c147f8363ccdc9a2a37,96d0a35d3b8686b40223ae14f0d95923
73,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '14e881ad8b523a83568b0cc10ee9ee01')",10.488503574617484,4ffbd5c8221d7c147f8363ccdc9a2a37,14e881ad8b523a83568b0cc10ee9ee01
74,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '47869758a4ceb170dc9c9cf9ea7508f1')",5.18968955015122,4ffbd5c8221d7c147f8363ccdc9a2a37,47869758a4ceb170dc9c9cf9ea7508f1
75,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '524080e55b4ab52d8a1c76d4f40c94d3')",11.725490471325676,4ffbd5c8221d7c147f8363ccdc9a2a37,524080e55b4ab52d8a1c76d4f40c94d3
76,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '68691f38f605456c6ee4bdca850dccf0')",12.248951446729437,4ffbd5c8221d7c147f8363ccdc9a2a37,68691f38f605456c6ee4bdca850dccf0
77,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '471b9e7a4446952050336e2c153162e0')",10.410352495406826,4ffbd5c8221d7c147f8363ccdc9a2a37,471b9e7a4446952050336e2c153162e0
78,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '08e948cb0a406d37ffe917039bc24967')",19.66610834709956,4ffbd5c8221d7c147f8363ccdc9a2a37,08e948cb0a406d37ffe917039bc24967
79,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'd6f1a316c6dbb5694fc0071f8b929469')",14.670383194798257,4ffbd5c8221d7c147f8363ccdc9a2a37,d6f1a316c6dbb5694fc0071f8b929469
80,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '856c2ef2b6000c942cc8971f3f8390ca')",6.591106649100588,4ffbd5c8221d7c147f8363ccdc9a2a37,856c2ef2b6000c942cc8971f3f8390ca
81,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'aef71c111bf1e545517bd0b628f2fa30')",17.298202109751013,4ffbd5c8221d7c147f8363ccdc9a2a37,aef71c111bf1e545517bd0b628f2fa30
82,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '5d1dfb3fa52b7cef4f09497a73942d9a')",8.515613591965385,4ffbd5c8221d7c147f8363ccdc9a2a37,5d1dfb3fa52b7cef4f09497a73942d9a
83,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '14b73f9f153ac44d6850d62002ffd6ff')",17.586417791501574,4ffbd5c8221d7c147f8363ccdc9a2a37,14b73f9f153ac44d6850d62002ffd6ff
84,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'c5343da83eebd2d157fa534ecff6d982')",14.474801638586547,4ffbd5c8221d7c147f8363ccdc9a2a37,c5343da83eebd2d157fa534ecff6d982
85,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '8db26d8ca0796c0e1efcc89857cabec7')",20.795889506618654,4ffbd5c8221d7c147f8363ccdc9a2a37,8db26d8ca0796c0e1efcc89857cabec7
86,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'da5e70c3374963b5db12f971d5d80042')",9.099658922593115,4ffbd5c8221d7c147f8363ccdc9a2a37,da5e70c3374963b5db12f971d5d80042
87,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'dce1d23fff720f49357a6384c01e5176')",13.91608513174279,4ffbd5c8221d7c147f8363ccdc9a2a37,dce1d23fff720f49357a6384c01e5176
88,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '5dc72831965707e01f35561d15a7ad6c')",6.856066455206186,4ffbd5c8221d7c147f8363ccdc9a2a37,5dc72831965707e01f35561d15a7ad6c
89,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '803b5cb57fa0fbb6ee1ccee9658d7ece')",7.948470059157678,4ffbd5c8221d7c147f8363ccdc9a2a37,803b5cb57fa0fbb6ee1ccee9658d7ece
90,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'eff656ec6a33a213762382750d2a8b17')",8.75500294194098,4ffbd5c8221d7c147f8363ccdc9a2a37,eff656ec6a33a213762382750d2a8b17
91,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '554fceec47733621b4cee02ebdf3888e')",17.01275148870078,4ffbd5c8221d7c147f8363ccdc9a2a37,554fceec47733621b4cee02ebdf3888e
92,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '1fb82958700bf91ea115b392300e7e90')",11.766923996847035,4ffbd5c8221d7c147f8363ccdc9a2a37,1fb82958700bf91ea115b392300e7e90
93,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '3b50d02faec0354ad8e830ca37b41aa9')",1.4791315635715798,4ffbd5c8221d7c147f8363ccdc9a2a37,3b50d02faec0354ad8e830ca37b41aa9
94,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '417bca752d4930bbaf65f200e3429339')",6.03893031263733,4ffbd5c8221d7c147f8363ccdc9a2a37,417bca752d4930bbaf65f200e3429339
95,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '85214176aa5ede2d277332cdc10fb7f0')",11.635566975171763,4ffbd5c8221d7c147f8363ccdc9a2a37,85214176aa5ede2d277332cdc10fb7f0
96,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '34a2049102be98b6d027b3172891a652')",6.239065566060424,4ffbd5c8221d7c147f8363ccdc9a2a37,34a2049102be98b6d027b3172891a652
97,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '641a5c97a0d4a1febc462b5d84f71466')",11.041369000889084,4ffbd5c8221d7c147f8363ccdc9a2a37,641a5c97a0d4a1febc462b5d84f71466
98,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '51d3037f0d8fee4aadadbd01defffb76')",15.900334704410747,4ffbd5c8221d7c147f8363ccdc9a2a37,51d3037f0d8fee4aadadbd01defffb76
99,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'c1b289b79135395bbbc1137cdccac0dd')",12.445798048275611,4ffbd5c8221d7c147f8363ccdc9a2a37,c1b289b79135395bbbc1137cdccac0dd
100,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'a552bd871dc2a702599c5028d652a58a')",5.587873119403775,4ffbd5c8221d7c147f8363ccdc9a2a37,a552bd871dc2a702599c5028d652a58a
101,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '2ff893dfd499a4a831f8712a13159630')",27.479776249184713,4ffbd5c8221d7c147f8363ccdc9a2a37,2ff893dfd499a4a831f8712a13159630
102,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '96e52995e328d405bed2f17c3b1bb82d')",5.859106988326531,4ffbd5c8221d7c147f8363ccdc9a2a37,96e52995e328d405bed2f17c3b1bb82d
103,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '39044e9ebb900dd2dece8c536dde78a9')",38.3441342899282,4ffbd5c8221d7c147f8363ccdc9a2a37,39044e9ebb900dd2dece8c536dde78a9
104,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'e3603f55b4c19b9b17a9273bb1a57069')",14.320789589889392,4ffbd5c8221d7c147f8363ccdc9a2a37,e3603f55b4c19b9b17a9273bb1a57069
105,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'ab0523d34397eebeedc91b71d1ac4ae7')",29.274578628046815,4ffbd5c8221d7c147f8363ccdc9a2a37,ab0523d34397eebeedc91b71d1ac4ae7
106,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'e92b961530ee3495dbf01981206ca7e2')",12.104655010408784,4ffbd5c8221d7c147f8363ccdc9a2a37,e92b961530ee3495dbf01981206ca7e2
107,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '7e84f81da9f786a4d436ce6459d0c4ad')",7.047363868760176,4ffbd5c8221d7c147f8363ccdc9a2a37,7e84f81da9f786a4d436ce6459d0c4ad
108,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'c25a3c31f480a79dd1e93a5c8eda72bd')",21.55441336684844,4ffbd5c8221d7c147f8363ccdc9a2a37,c25a3c31f480a79dd1e93a5c8eda72bd
109,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'd20c812ef88753d43e748ba5bfb4ebc8')",22.765175645084177,4ffbd5c8221d7c147f8363ccdc9a2a37,d20c812ef88753d43e748ba5bfb4ebc8
110,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '38b9895caed5b281cc29e76f7db955d8')",12.830347715345072,4ffbd5c8221d7c147f8363ccdc9a2a37,38b9895caed5b281cc29e76f7db955d8
111,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '0e5459d976cc0932c541e54f16973549')",18.85753046946866,4ffbd5c8221d7c147f8363ccdc9a2a37,0e5459d976cc0932c541e54f16973549
112,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '8229db3510f14cb08b7a20cefc8ce650')",15.685043997892674,4ffbd5c8221d7c147f8363ccdc9a2a37,8229db3510f14cb08b7a20cefc8ce650
113,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'dec4b265aa192f0cd1d09940f4f40740')",11.639983118681112,4ffbd5c8221d7c147f8363ccdc9a2a37,dec4b265aa192f0cd1d09940f4f40740
114,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'afa382ab0970dd3f8203054f9002323c')",17.399194432068754,4ffbd5c8221d7c147f8363ccdc9a2a37,afa382ab0970dd3f8203054f9002323c
115,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '27a996aa18be65701d3adc3ac9adb2d8')",19.990410501964494,4ffbd5c8221d7c147f8363ccdc9a2a37,27a996aa18be65701d3adc3ac9adb2d8
116,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '2742272b3d8f5cdcf7123c766f9c0255')",28.154768801135074,4ffbd5c8221d7c147f8363ccdc9a2a37,2742272b3d8f5cdcf7123c766f9c0255
117,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '823c749da42d0fea6aad0b3f035a3e6f')",2.5619415383097235,4ffbd5c8221d7c147f8363ccdc9a2a37,823c749da42d0fea6aad0b3f035a3e6f
118,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'c2e8dfd7f31ce726e582b5648386acf1')",5916.096524095454,4ffbd5c8221d7c147f8363ccdc9a2a37,c2e8dfd7f31ce726e582b5648386acf1
119,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'a72a61d8ff021005fcf37ad621ececa4')",13.852722527863298,4ffbd5c8221d7c147f8363ccdc9a2a37,a72a61d8ff021005fcf37ad621ececa4
120,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '4f5c56675bcf055d70c70151edb63412')",19.20361536423383,4ffbd5c8221d7c147f8363ccdc9a2a37,4f5c56675bcf055d70c70151edb63412
121,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '4c8cb1f1579f1be5a45621be8b5af61d')",4.937353265749337,4ffbd5c8221d7c147f8363ccdc9a2a37,4c8cb1f1579f1be5a45621be8b5af61d
122,"('4ffbd5c8221d7c147f8363ccdc9a2a37', 'feeb5a4bfc68a92083e113386d75e76f')",20.157564039560874,4ffbd5c8221d7c147f8363ccdc9a2a37,feeb5a4bfc68a92083e113386d75e76f
123,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '908bcc913f9461fa3099df2cb18e3c1c')",6.392832461411489,4ffbd5c8221d7c147f8363ccdc9a2a37,908bcc913f9461fa3099df2cb18e3c1c
124,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '4e9208542f61abfefa25f35f5273f81e')",19.46018565740734,4ffbd5c8221d7c147f8363ccdc9a2a37,4e9208542f61abfefa25f35f5273f81e
125,"('4ffbd5c8221d7c147f8363ccdc9a2a37', '99dfb64345760a7eea4dadb847c67b1a')",17.746701136839135,4ffbd5c8221d7c147f8363ccdc9a2a37,99dfb64345760a7eea4dadb847c67b1a
